Time,Live Demand,Winter Peak Demand,Orkney ANM,Non-ANM Renewable Generation,Total Renewable Capacity,Wind speed,Humidity,Temperature
Sat Nov  2 02:30:04 2019,17.88,17.82,11.883999,18.108,27.108001,5.7,93,9.32
Sat Nov  2 02:40:03 2019,18.2,17.5,14.344001,19.085,23.670999,5.7,93,9.31
Sat Nov  2 02:50:04 2019,17.41,18.29,14.842001,18.771,23.486999,5.7,93,9.31
Sat Nov  2 03:00:04 2019,18.17,17.53,15.242004,19.686,22.171996,5.7,93,9.32
Sat Nov  2 03:10:04 2019,19.35,16.35,14.958002,19.438,22.703998,7.2,93,9.3
Sat Nov  2 03:20:04 2019,18.25,17.45,14.339001,19.404,23.356999,7.2,93,9.5
Sat Nov  2 03:30:03 2019,17.86,17.84,15.908998,17.538,23.653002,7.2,93,9.5
Sat Nov  2 03:40:03 2019,17.04,18.66,15.169001,17.213,24.717999,7.2,93,9.3
Sat Nov  2 03:50:04 2019,17.33,18.37,15.480998,17.136,24.483002,7.2,93,9.31
Sat Nov  2 04:00:04 2019,18.0,17.7,16.301003,17.679,23.119997,7.2,93,9.32
Sat Nov  2 04:10:03 2019,18.39,17.31,15.711,17.67,23.719,7.7,93,9.31
Sat Nov  2 04:20:03 2019,16.99,18.71,16.028999,17.396,23.675001,7.7,93,9.31
Sat Nov  2 04:30:04 2019,17.26,18.44,15.635004,17.216,24.248996,7.7,93,9.31
Sat Nov  2 04:40:04 2019,18.2,17.5,15.684,17.895,23.521,7.7,93,9.31
Sat Nov  2 04:50:04 2019,17.79,17.91,15.687999,16.944,24.468001,7.7,93,9.31
Sat Nov  2 05:00:03 2019,16.98,18.72,15.914003,16.71,24.475997,7.7,93,9.32
Sat Nov  2 05:10:04 2019,15.09,20.61,15.225004,17.653,24.221996,7.2,93,9.31
Sat Nov  2 05:20:03 2019,14.73,20.97,15.253999,17.689,24.157001,7.2,93,9.31
Sat Nov  2 05:30:03 2019,14.45,21.25,15.667,17.747,23.686,7.2,93,9.32
Sat Nov  2 05:40:03 2019,14.47,21.23,16.097998,17.862,23.140002,8.2,93,9.31
Sat Nov  2 05:50:04 2019,14.63,21.07,16.360996,17.875,22.864004,8.2,93,9.31
Sat Nov  2 06:00:03 2019,13.8,21.9,15.870996,18.118,23.111004,8.2,93,9.31
Sat Nov  2 06:10:04 2019,13.71,21.99,16.061005,17.358,23.680995,8.2,93,9.3
Sat Nov  2 06:20:04 2019,13.77,21.93,16.392002,17.3,23.407998,8.2,93,9.31
Sat Nov  2 06:30:04 2019,13.55,22.15,16.787002,18.2,22.112998,8.2,93,9.31
Sat Nov  2 06:40:03 2019,14.46,21.24,15.903002,17.757,23.439998,8.7,93,9.3
Sat Nov  2 06:50:04 2019,13.98,21.72,16.569996,18.064,22.466004,8.7,93,9.3
Sat Nov  2 07:00:03 2019,13.26,22.44,15.984999,17.844,23.271001,8.7,93,9.32
Sat Nov  2 07:10:04 2019,12.81,22.89,15.92,17.691,23.489,8.2,93,9.31
Sat Nov  2 07:20:04 2019,13.06,22.64,16.605996,18.252,22.242004,8.2,93,9.31
Sat Nov  2 07:30:03 2019,11.92,23.78,16.410996,17.839,22.850004,8.2,93,9.31
Sat Nov  2 07:40:03 2019,12.66,23.04,16.749998,18.23,22.120002,8.7,93,9.31
Sat Nov  2 07:50:04 2019,12.66,23.04,16.658998,18.248,22.193002,8.7,93,9.31
Sat Nov  2 08:00:04 2019,13.27,22.43,16.465998,17.742,22.892002,8.7,93,9.32
Sat Nov  2 08:10:03 2019,14.88,20.82,15.665003,18.086,23.348997,9.8,93,9.31
Sat Nov  2 08:20:03 2019,14.56,21.14,16.589,18.056,22.455,9.8,93,9.11
Sat Nov  2 08:30:05 2019,14.7,21.0,16.706998,17.748,22.645002,9.8,93,9.13
Sat Nov  2 08:40:04 2019,16.09,19.61,16.543006,18.125,22.431994,9.3,93,9.1
Sat Nov  2 08:50:03 2019,14.51,21.19,15.997997,17.443,23.659003,9.3,93,9.1
Sat Nov  2 09:00:03 2019,15.29,20.41,16.655002,18.278,22.166998,9.3,93,9.32
Sat Nov  2 09:10:04 2019,14.51,21.19,16.617,17.819,22.664,9.3,93,9.3
Sat Nov  2 09:20:03 2019,13.98,21.72,16.620002,17.865,22.614998,9.3,93,9.31
Sat Nov  2 09:30:03 2019,14.58,21.12,16.879002,18.381,21.839998,9.3,93,9.32
Sat Nov  2 09:40:04 2019,14.34,21.36,16.696,17.965,22.439,9.8,93,9.3
Sat Nov  2 09:50:04 2019,14.14,21.56,16.892,18.338,21.87,9.8,93,9.31
Sat Nov  2 10:00:03 2019,13.97,21.73,16.869,17.996,22.235,9.8,93,9.32
Sat Nov  2 10:10:05 2019,13.76,21.94,16.821998,17.8,22.478002,9.3,93,9.31
Sat Nov  2 10:20:03 2019,13.35,22.35,16.754,17.618,22.728,9.3,93,9.31
Sat Nov  2 10:30:04 2019,13.04,22.66,16.877,18.023,22.2,9.3,93,9.32
Sat Nov  2 10:40:04 2019,13.91,21.79,16.617,18.315,22.168,9.3,93,9.32
Sat Nov  2 10:50:04 2019,14.41,21.29,16.733996,17.876,22.490004,9.3,93,9.31
Sat Nov  2 11:00:04 2019,13.9,21.8,16.701996,17.782,22.616004,9.3,93,9.32
Sat Nov  2 11:10:03 2019,14.5,21.2,16.478004,18.376,22.245996,10.3,87,9.33
Sat Nov  2 11:20:03 2019,14.24,21.46,16.515998,18.113,22.471002,10.3,87,9.34
Sat Nov  2 11:30:04 2019,14.69,21.01,17.046004,18.005,22.048996,10.3,87,9.35
Sat Nov  2 11:40:04 2019,14.87,20.83,16.776,17.875,22.449,10.8,93,8.96
Sat Nov  2 11:50:04 2019,15.28,20.42,17.107998,18.445,21.547002,10.8,93,8.96
Sat Nov  2 12:00:03 2019,14.47,21.23,16.825,17.689,22.586,10.8,93,8.96
Sat Nov  2 12:10:03 2019,14.84,20.86,16.848002,17.271,22.980998,10.3,93,8.96
Sat Nov  2 12:20:03 2019,14.68,21.02,16.973004,17.223,22.903996,10.3,93,8.96
Sat Nov  2 12:30:04 2019,14.44,21.26,16.941002,17.155,23.003998,10.3,93,8.96
Sat Nov  2 12:40:04 2019,15.32,20.38,16.999,17.205,22.896,11.8,93,8.96
Sat Nov  2 12:50:03 2019,15.38,20.32,16.768002,17.711,22.620998,11.8,93,8.96
Sat Nov  2 13:00:03 2019,14.52,21.18,17.028998,17.966,22.105002,11.8,93,8.77
Sat Nov  2 13:10:03 2019,14.27,21.43,16.826002,17.397,22.876998,10.8,93,8.76
Sat Nov  2 13:20:04 2019,13.87,21.83,16.935002,17.217,22.947998,10.8,93,8.77
Sat Nov  2 13:30:03 2019,14.49,21.21,17.136,17.094,22.87,10.8,93,8.77
Sat Nov  2 13:40:03 2019,15.58,20.12,17.088998,17.389,22.622002,12.3,93,8.96
Sat Nov  2 13:50:04 2019,14.87,20.83,16.874002,17.356,22.869998,12.3,93,8.96
Sat Nov  2 14:00:03 2019,16.13,19.57,17.043,17.319,22.738,12.3,93,8.96
Sat Nov  2 14:10:04 2019,16.27,19.43,16.954998,16.98,23.165002,13.4,93,8.96
Sat Nov  2 14:20:04 2019,16.05,19.65,17.171002,17.111,22.817998,13.4,93,8.96
Sat Nov  2 14:30:03 2019,15.61,20.09,17.093998,15.933,24.073002,13.4,93,8.96
Sat Nov  2 14:40:04 2019,15.68,20.02,16.966996,17.129,23.004004,13.9,93,8.96
Sat Nov  2 14:50:04 2019,15.8,19.9,17.048996,16.873,23.178004,13.9,93,8.77
Sat Nov  2 15:00:03 2019,15.63,20.07,17.158996,16.042,23.899004,13.9,93,8.77
Sat Nov  2 15:10:03 2019,16.34,19.36,16.977002,17.292,22.830998,13.9,93,8.77
Sat Nov  2 15:20:04 2019,16.22,19.48,16.916998,15.99,24.193002,12.9,93,8.77
Sat Nov  2 15:30:04 2019,15.62,20.08,15.663998,17.166,24.270002,12.9,93,8.78
Sat Nov  2 15:40:03 2019,15.19,20.51,16.563,16.483,24.054,12.9,93,8.78
Sat Nov  2 15:50:03 2019,15.26,20.44,17.657006,16.791,22.651994,13.9,93,8.76
Sat Nov  2 16:00:04 2019,15.38,20.32,16.506998,16.457,24.136002,13.9,93,8.77
Sat Nov  2 16:10:04 2019,16.3,19.4,16.785,16.615,23.7,13.4,87,8.76
Sat Nov  2 16:20:03 2019,16.72,18.98,17.022002,13.985,26.092998,13.4,87,8.77
Sat Nov  2 16:30:03 2019,16.38,19.32,14.671,13.68,28.749,13.4,87,8.77
Sat Nov  2 16:40:04 2019,17.59,18.11,17.987998,16.895,22.217002,16.5,87,8.76
Sat Nov  2 16:50:03 2019,18.24,17.46,17.168002,16.774,23.157998,16.5,87,8.76
Sat Nov  2 17:00:04 2019,18.25,17.45,17.316002,16.665,23.118998,16.5,87,8.77
Sat Nov  2 17:10:04 2019,18.09,17.61,16.723002,16.423,23.953998,15.9,93,8.27
Sat Nov  2 17:20:05 2019,17.69,18.01,17.163998,16.362,23.574002,15.9,93,8.27
Sat Nov  2 17:30:04 2019,18.56,17.14,17.234002,16.813,23.052998,15.9,93,8.28
Sat Nov  2 17:40:04 2019,19.09,16.61,16.693998,17.941,22.465002,14.4,100,8.46
Sat Nov  2 17:50:04 2019,18.25,17.45,16.902004,14.519,25.678996,14.4,100,8.46
Sat Nov  2 18:00:03 2019,19.15,16.55,17.053998,15.864,24.182002,14.4,100,8.47
Sat Nov  2 18:20:04 2019,18.69,17.01,16.951002,16.852,23.296998,15.4,87,8.77
Sat Nov  2 18:30:04 2019,18.33,17.37,15.761004,16.523,24.815996,15.4,87,8.77
Sat Nov  2 18:40:04 2019,18.47,17.23,16.552002,16.848,23.699998,14.9,87,8.76
Sat Nov  2 18:50:04 2019,19.5,16.2,16.094002,15.355,25.650998,14.9,87,8.77
Sat Nov  2 19:00:03 2019,19.44,16.26,16.036997,16.963,24.100003,14.9,87,8.59
Sat Nov  2 19:10:04 2019,20.75,14.95,16.004,16.412,24.684,13.9,87,8.76
Sat Nov  2 19:20:04 2019,20.92,14.78,17.439,16.452,23.209,13.9,87,8.76
Sat Nov  2 19:30:03 2019,20.91,14.79,16.246998,16.804,24.049002,13.9,87,8.78
Sat Nov  2 19:40:04 2019,20.36,15.34,16.374003,16.419,24.306997,15.9,93,8.27
Sat Nov  2 19:50:04 2019,20.56,15.14,16.643,16.977,23.48,15.9,93,8.27
Sat Nov  2 20:00:04 2019,20.43,15.27,17.287,16.573,23.24,15.9,93,8.27
Sat Nov  2 20:10:06 2019,21.67,14.03,17.579,16.857,22.664,14.9,87,8.76
Sat Nov  2 20:20:04 2019,21.19,14.51,17.696998,16.797,22.606002,14.9,87,8.77
Sat Nov  2 20:30:04 2019,20.5,15.2,17.25,16.328,23.522,14.9,87,8.77
Sat Nov  2 20:40:03 2019,20.12,15.58,17.415,16.896,22.789,14.4,87,8.76
Sat Nov  2 20:50:03 2019,19.58,16.12,17.381996,16.704,23.014004,14.4,87,8.76
Sat Nov  2 21:00:05 2019,19.53,16.17,17.244002,16.766,23.089998,14.4,87,8.77
Sat Nov  2 21:10:03 2019,18.44,17.26,17.213998,16.506,23.380002,14.9,87,8.76
Sat Nov  2 21:20:04 2019,18.73,16.97,17.501,15.693,23.906,14.9,87,8.77
Sat Nov  2 21:30:03 2019,18.94,16.76,17.449,15.653,23.998,14.9,87,8.78
Sat Nov  2 21:40:04 2019,18.53,17.17,17.385002,15.462,24.252998,14.4,93,8.27
Sat Nov  2 21:50:04 2019,18.76,16.94,17.461002,16.795,22.843998,14.4,93,8.27
Sat Nov  2 22:00:03 2019,18.92,16.78,17.651,17.35,22.099,14.4,93,8.28
Sat Nov  2 22:10:04 2019,18.8,16.9,17.204994,16.564,23.331006,14.9,93,8.26
Sat Nov  2 22:20:03 2019,18.73,16.97,17.445,17.524,22.131,14.9,93,8.27
Sat Nov  2 22:30:03 2019,18.58,17.12,17.196002,17.21,22.693998,14.9,93,8.28
Sat Nov  2 22:40:04 2019,19.93,15.77,17.455996,17.604,22.040004,14.4,93,8.26
Sat Nov  2 22:50:04 2019,19.85,15.85,17.47,17.013,22.617,14.4,93,8.27
Sat Nov  2 23:00:04 2019,19.91,15.79,17.567004,17.934,21.598996,14.4,93,8.27
Sat Nov  2 23:10:03 2019,19.63,16.07,17.541998,17.472,22.086002,14.4,93,8.27
Sat Nov  2 23:20:04 2019,19.44,16.26,17.365,18.099,21.636,14.4,93,8.27
Sat Nov  2 23:30:04 2019,18.49,17.21,17.426002,17.999,21.674998,14.4,93,8.28
Sat Nov  2 23:40:04 2019,18.58,17.12,17.612002,18.093,21.394998,14.4,93,8.27
Sat Nov  2 23:50:04 2019,18.5,17.2,17.551998,17.471,22.077002,14.4,93,8.28
Sun Nov  3 00:00:04 2019,18.78,16.92,17.423002,18.032,21.644998,14.4,93,8.28
Sun Nov  3 00:10:04 2019,19.01,16.69,17.268996,18.264,21.567004,13.4,87,8.26
Sun Nov  3 00:20:04 2019,18.97,16.73,17.469002,17.994,21.636998,13.4,87,8.27
Sun Nov  3 00:30:03 2019,19.36,16.34,17.673004,17.965,21.461996,13.4,87,8.28
Sun Nov  3 00:40:04 2019,19.89,15.81,17.464998,18.49,21.145002,14.4,87,8.27
Sun Nov  3 00:50:04 2019,19.88,15.82,17.86,17.632,21.608,14.4,87,8.27
Sun Nov  3 01:00:03 2019,20.27,15.43,17.837002,17.605,21.657998,14.4,87,8.28
Sun Nov  3 01:10:03 2019,20.05,15.65,17.547998,17.936,21.616002,12.9,93,8.27
Sun Nov  3 01:20:04 2019,19.62,16.08,17.453004,17.614,22.032996,12.9,93,8.27
Sun Nov  3 01:30:04 2019,19.98,15.72,17.699996,17.797,21.603004,12.9,93,8.27
Sun Nov  3 01:40:03 2019,19.37,16.33,17.828998,17.89,21.381002,13.4,93,8.26
Sun Nov  3 01:50:04 2019,19.07,16.63,17.455998,18.318,21.326002,13.4,93,8.27
Sun Nov  3 02:00:04 2019,19.07,16.63,17.59,18.358,21.152,13.4,93,8.28
Sun Nov  3 02:10:04 2019,18.59,17.11,17.644998,18.504,20.951002,13.4,93,8.27
Sun Nov  3 02:20:04 2019,17.91,17.79,17.586994,17.837,21.676006,13.4,93,8.27
Sun Nov  3 02:30:04 2019,17.63,18.07,17.507002,18.197,21.395998,13.4,93,8.28
Sun Nov  3 02:40:03 2019,17.52,18.18,17.639998,18.15,21.310002,13.4,93,8.28
Sun Nov  3 02:50:03 2019,17.28,18.42,17.182994,18.067,21.850006,12.9,93,8.27
Sun Nov  3 03:00:04 2019,17.67,18.03,17.010002,17.934,22.155998,12.9,93,8.28
Sun Nov  3 03:10:04 2019,18.84,16.86,17.179,18.248,21.673,13.4,93,8.26
Sun Nov  3 03:20:03 2019,18.77,16.93,17.053002,18.364,21.682998,13.4,93,8.27
Sun Nov  3 03:30:03 2019,17.85,17.85,17.630998,17.736,21.733002,13.4,93,8.28
Sun Nov  3 03:40:04 2019,17.68,18.02,17.806002,17.913,21.380998,11.8,87,8.27
Sun Nov  3 03:50:03 2019,17.3,18.4,17.686004,17.462,21.951996,11.8,87,8.27
Sun Nov  3 04:00:04 2019,17.38,18.32,17.613996,18.297,21.189004,11.8,87,8.28
Sun Nov  3 04:10:04 2019,18.36,17.34,17.161004,18.687,21.251996,11.8,87,8.28
Sun Nov  3 04:20:03 2019,18.06,17.64,17.153,18.504,21.443,12.9,81,8.57
Sun Nov  3 04:30:04 2019,17.86,17.84,17.133996,18.22,21.746004,12.9,81,8.78
Sun Nov  3 04:40:04 2019,17.62,18.08,17.105004,18.622,21.372996,11.3,81,8.76
Sun Nov  3 04:50:04 2019,17.11,18.59,17.580006,18.353,21.166994,11.3,81,8.76
Sun Nov  3 05:00:04 2019,16.75,18.95,17.671004,18.265,21.163996,11.3,81,8.77
Sun Nov  3 05:10:03 2019,15.27,20.43,17.744006,18.133,21.222994,12.3,81,8.56
Sun Nov  3 05:20:04 2019,15.24,20.46,17.191996,18.135,21.773004,12.3,81,8.77
Sun Nov  3 05:30:03 2019,14.97,20.73,17.282006,18.075,21.742994,12.3,81,8.77
Sun Nov  3 05:40:04 2019,14.58,21.12,17.398002,18.411,21.290998,12.3,81,8.77
Sun Nov  3 05:50:04 2019,14.49,21.21,17.505002,18.51,21.084998,12.3,81,8.77
Sun Nov  3 06:00:04 2019,14.34,21.36,16.258003,18.807,22.034997,12.3,81,8.77
Sun Nov  3 06:10:03 2019,14.3,21.4,17.086,18.313,21.701,11.8,76,8.76
Sun Nov  3 06:20:04 2019,14.25,21.45,16.865006,18.126,22.108994,11.8,76,8.76
Sun Nov  3 06:30:04 2019,14.86,20.84,16.429998,18.692,21.978002,11.8,76,8.78
Sun Nov  3 06:40:03 2019,13.88,21.82,16.241997,18.248,22.610003,10.8,76,8.76
Sun Nov  3 06:50:03 2019,13.74,21.96,16.889,18.381,21.83,10.8,76,8.76
Sun Nov  3 07:00:04 2019,14.22,21.48,16.811,18.461,21.828,10.8,76,8.77
Sun Nov  3 07:10:03 2019,13.35,22.35,16.881998,18.385,21.833002,11.8,76,8.42
Sun Nov  3 07:20:03 2019,13.14,22.56,16.805998,18.378,21.916002,11.8,76,8.42
Sun Nov  3 07:30:04 2019,13.26,22.44,16.988998,18.346,21.765002,11.8,76,8.23
Sun Nov  3 07:40:04 2019,12.88,22.82,16.444002,18.311,22.344998,11.3,87,7.92
Sun Nov  3 07:50:04 2019,13.45,22.25,16.302,18.46,22.338,11.3,87,7.92
Sun Nov  3 08:00:03 2019,13.33,22.37,16.1,18.694,22.306,11.3,87,7.93
Sun Nov  3 08:10:03 2019,15.02,20.68,15.001,18.437,23.662,10.8,87,8.26
Sun Nov  3 08:20:04 2019,15.21,20.49,16.540004,18.522,22.037996,10.8,87,8.27
Sun Nov  3 08:30:03 2019,15.68,20.02,16.471,18.448,22.181,10.8,87,8.28
Sun Nov  3 08:40:04 2019,15.9,19.8,15.949003,18.256,22.894997,9.8,87,8.27
Sun Nov  3 08:50:04 2019,15.84,19.86,16.367003,18.641,22.091997,9.8,87,8.27
Sun Nov  3 09:00:03 2019,15.82,19.88,16.635002,19.047,21.417998,9.8,87,8.47
Sun Nov  3 09:10:03 2019,15.52,20.18,16.966,18.39,21.744,9.8,87,8.47
Sun Nov  3 09:20:04 2019,14.35,21.35,16.307999,18.308,22.484001,9.8,81,8.42
Sun Nov  3 09:30:03 2019,14.58,21.12,16.577004,18.299,22.223996,9.8,81,8.42
Sun Nov  3 09:40:03 2019,14.56,21.14,15.147002,18.248,23.704998,9.8,81,8.42
Sun Nov  3 09:50:03 2019,15.1,20.6,16.1,18.332,22.668,9.8,81,8.42
Sun Nov  3 10:00:03 2019,14.35,21.35,15.290996,18.497,23.312004,9.8,81,8.42
Sun Nov  3 10:10:04 2019,13.89,21.81,15.700001,18.382,23.017999,9.8,81,8.42
Sun Nov  3 10:20:05 2019,13.92,21.78,14.84,18.858,23.402,10.3,76,8.42
Sun Nov  3 10:30:04 2019,14.25,21.45,14.963998,18.371,23.765002,10.3,76,8.42
Sun Nov  3 10:40:04 2019,14.27,21.43,13.908001,18.393,24.798999,9.3,81,8.42
Sun Nov  3 10:50:03 2019,14.14,21.56,14.982002,17.755,24.362998,9.3,81,8.42
Sun Nov  3 11:00:03 2019,14.37,21.33,14.274999,18.154,24.671001,9.3,81,8.42
Sun Nov  3 11:10:04 2019,14.05,21.65,13.954,18.459,24.687,9.3,81,8.42
Sun Nov  3 11:20:04 2019,13.95,21.75,14.131001,18.083,24.885999,9.3,81,8.42
Sun Nov  3 11:30:04 2019,14.06,21.64,14.587001,18.131,24.381999,9.3,81,8.23
Sun Nov  3 11:40:03 2019,14.93,20.77,13.729,17.926,25.445,8.7,87,7.92
Sun Nov  3 11:50:03 2019,14.71,20.99,13.844,17.812,25.444,8.7,87,7.92
Sun Nov  3 12:10:03 2019,14.48,21.22,14.096998,16.734,26.269002,8.7,87,7.92
Sun Nov  3 12:20:03 2019,13.81,21.89,14.379002,18.213,24.507998,8.7,87,7.92
Sun Nov  3 12:30:04 2019,14.71,20.99,13.659001,17.92,25.520999,8.7,87,7.93
Sun Nov  3 12:40:04 2019,15.16,20.54,13.397002,17.676,26.026998,8.7,87,7.92
Sun Nov  3 12:50:04 2019,15.81,19.89,13.445999,18.313,25.341001,8.7,87,7.92
Sun Nov  3 13:00:03 2019,14.14,21.56,12.888,18.276,25.936,8.7,87,7.93
Sun Nov  3 13:10:03 2019,13.75,21.95,13.672004,18.125,25.302996,8.2,87,7.92
Sun Nov  3 13:20:03 2019,13.94,21.76,12.977999,17.77,26.352001,8.2,87,7.92
Sun Nov  3 13:30:03 2019,13.9,21.8,13.475998,18.784,24.840002,8.2,87,7.92
Sun Nov  3 13:40:03 2019,15.32,20.38,14.571003,18.221,24.307997,7.7,87,7.92
Sun Nov  3 13:50:03 2019,14.39,21.31,13.196997,17.967,25.936003,7.7,87,7.92
Sun Nov  3 14:00:03 2019,14.73,20.97,14.809002,17.936,24.354998,7.7,87,7.92
Sun Nov  3 14:20:03 2019,14.88,20.82,14.560999,17.942,24.597001,6.7,81,8.23
Sun Nov  3 14:30:04 2019,14.75,20.95,14.266001,18.573,24.260999,6.7,81,8.23
Sun Nov  3 14:40:04 2019,14.13,21.57,14.233999,18.452,24.414001,8.7,87,7.92
Sun Nov  3 14:50:04 2019,14.51,21.19,14.275998,18.597,24.227002,8.7,87,7.92
Sun Nov  3 15:00:04 2019,14.52,21.18,13.665,19.185,24.25,8.7,87,7.93
Sun Nov  3 15:10:03 2019,14.07,21.63,13.959999,18.51,24.630001,6.7,93,7.72
Sun Nov  3 15:20:03 2019,14.01,21.69,13.217001,18.579,25.303999,6.7,93,7.73
Sun Nov  3 15:30:05 2019,14.18,21.52,14.463,18.232,24.405,6.7,93,7.74
Sun Nov  3 15:40:04 2019,13.07,22.63,14.477997,18.532,24.090003,6.7,93,7.74
Sun Nov  3 15:50:04 2019,13.07,22.63,14.672001,18.801,23.626999,8.2,81,8.27
Sun Nov  3 16:00:03 2019,13.95,21.75,14.108,18.419,24.573,8.2,81,8.27
Sun Nov  3 16:10:04 2019,14.39,21.31,14.754002,18.76,23.585998,9.3,81,8.57
Sun Nov  3 16:20:04 2019,15.02,20.68,14.265997,19.023,23.811003,9.3,81,8.57
Sun Nov  3 16:30:03 2019,14.8,20.9,13.579,18.639,24.882,9.3,81,8.59
Sun Nov  3 16:40:03 2019,14.37,21.33,12.463003,18.889,25.747997,8.7,81,8.56
Sun Nov  3 16:50:03 2019,14.31,21.39,13.150997,19.044,24.905003,8.7,81,8.58
Sun Nov  3 17:00:04 2019,15.39,20.31,14.105001,19.229,23.765999,8.7,81,8.77
Sun Nov  3 17:10:04 2019,15.22,20.48,14.799003,18.634,23.666997,8.7,81,8.77
Sun Nov  3 17:20:04 2019,15.43,20.27,16.157005,18.52,22.422995,8.7,81,8.77
Sun Nov  3 17:30:03 2019,15.22,20.48,16.078001,19.025,21.996999,8.7,81,8.77
Sun Nov  3 17:40:03 2019,16.16,19.54,16.557004,19.134,21.408996,8.7,76,8.76
Sun Nov  3 17:50:03 2019,15.76,19.94,16.391,19.032,21.677,8.7,76,9.0
Sun Nov  3 18:00:03 2019,16.12,19.58,16.494996,18.95,21.655004,8.7,76,9.0
Sun Nov  3 18:10:04 2019,16.38,19.32,16.052002,18.986,22.061998,9.8,76,8.76
Sun Nov  3 18:20:04 2019,16.43,19.27,15.446995,18.535,23.118005,9.8,76,8.76
Sun Nov  3 18:30:04 2019,17.43,18.27,15.539003,19.302,22.258997,9.8,76,8.76
Sun Nov  3 18:40:03 2019,16.58,19.12,15.310001,19.345,22.444999,9.8,76,8.76
Sun Nov  3 18:50:03 2019,16.77,18.93,15.460998,19.283,22.356002,9.8,76,8.77
Sun Nov  3 19:00:03 2019,17.96,17.74,16.047001,18.862,22.190999,9.8,76,8.77
Sun Nov  3 19:10:03 2019,18.98,16.72,15.750997,18.883,22.466003,9.3,76,8.76
Sun Nov  3 19:20:03 2019,19.59,16.11,15.437,19.288,22.375,9.3,76,8.76
Sun Nov  3 19:30:04 2019,19.27,16.43,15.129998,19.035,22.935002,9.3,76,8.96
Sun Nov  3 19:40:03 2019,18.03,17.67,15.617003,18.732,22.750997,7.7,76,8.96
Sun Nov  3 19:50:03 2019,17.88,17.82,13.862999,19.309,23.928001,7.7,76,8.96
Sun Nov  3 20:00:03 2019,18.67,17.03,14.509002,18.724,23.866998,7.7,76,8.96
Sun Nov  3 20:10:04 2019,19.41,16.29,16.193001,19.537,21.369999,8.2,76,8.96
Sun Nov  3 20:20:04 2019,17.97,17.73,13.630997,19.828,23.641003,8.2,76,8.96
Sun Nov  3 20:30:04 2019,17.36,18.34,14.087,19.937,23.076,8.2,76,8.96
Sun Nov  3 20:40:03 2019,18.32,17.38,13.778002,20.546,22.775998,8.2,76,8.96
Sun Nov  3 20:50:03 2019,16.81,18.89,13.929998,19.899,23.271002,8.7,76,8.96
Sun Nov  3 21:00:03 2019,16.82,18.88,13.683001,19.829,23.587999,8.7,76,8.96
Sun Nov  3 21:10:04 2019,17.08,18.62,14.031005,19.826,23.242995,8.2,76,8.62
Sun Nov  3 21:20:04 2019,16.34,19.36,12.968998,19.787,24.344002,8.2,76,8.61
Sun Nov  3 21:30:03 2019,16.4,19.3,13.843998,20.116,23.140002,8.2,76,8.61
Sun Nov  3 21:40:03 2019,16.21,19.49,14.499999,20.18,22.420001,8.2,76,8.62
Sun Nov  3 21:50:04 2019,16.0,19.7,14.999004,19.744,22.356996,8.2,76,8.61
Sun Nov  3 22:00:04 2019,16.12,19.58,14.737999,20.352,22.010001,8.2,76,8.61
Sun Nov  3 22:10:03 2019,17.23,18.47,14.263999,20.259,22.577001,8.7,76,8.62
Sun Nov  3 22:20:03 2019,15.96,19.74,14.150002,19.513,23.436998,8.7,76,8.61
Sun Nov  3 22:30:03 2019,16.68,19.02,14.613,19.445,23.042,8.7,76,8.61
Sun Nov  3 22:40:03 2019,17.66,18.04,14.767999,19.993,22.339001,8.7,76,8.42
Sun Nov  3 22:50:04 2019,17.75,17.95,15.314999,20.185,21.600001,8.7,76,8.42
Sun Nov  3 23:00:04 2019,18.07,17.63,15.641004,20.282,21.176996,8.7,76,8.42
Sun Nov  3 23:10:03 2019,18.67,17.03,14.948,20.503,21.649,8.7,76,8.42
Sun Nov  3 23:20:03 2019,17.77,17.93,15.541998,20.258,21.300002,8.7,76,8.42
Sun Nov  3 23:30:04 2019,17.09,18.61,15.724997,19.648,21.727003,8.7,76,8.42
Sun Nov  3 23:40:04 2019,17.68,18.02,15.476996,20.287,21.336004,8.7,76,8.42
Sun Nov  3 23:50:04 2019,16.87,18.83,15.183002,19.994,21.922998,8.7,81,8.77
Mon Nov  4 00:00:04 2019,17.39,18.31,15.082998,19.666,22.351002,8.7,81,8.77
Mon Nov  4 00:10:03 2019,17.25,18.45,15.802002,19.368,21.929998,9.3,81,8.76
Mon Nov  4 00:20:04 2019,17.24,18.46,15.177999,19.303,22.619001,9.3,81,8.77
Mon Nov  4 00:30:03 2019,17.92,17.78,15.743997,19.51,21.846003,9.3,81,8.77
Mon Nov  4 00:40:04 2019,18.41,17.29,16.198002,20.04,20.861998,7.7,81,8.76
Mon Nov  4 00:50:03 2019,19.27,16.43,15.454999,19.957,21.688001,7.7,81,8.77
Mon Nov  4 01:00:04 2019,19.44,16.26,15.506,20.182,21.412,7.7,81,8.78
Mon Nov  4 01:10:04 2019,18.93,16.77,16.424004,19.661,21.014996,9.3,81,8.76
Mon Nov  4 01:20:03 2019,19.28,16.42,16.071999,19.925,21.103001,9.3,81,8.77
Mon Nov  4 01:30:04 2019,19.22,16.48,15.875002,19.476,21.748998,9.3,81,8.77
Mon Nov  4 01:40:03 2019,18.65,17.05,15.392,19.54,22.168,9.3,81,8.77
