Time,Live Demand,Winter Peak Demand,Orkney ANM,Non-ANM Renewable Generation,Total Renewable Capacity,Wind speed,Humidity,Temperature
Sat Nov  9 20:20:04 2019,20.3,15.4,4.612997,11.619,40.868003,3.1,60,6.04
Sat Nov  9 20:30:05 2019,19.11,16.59,4.35,7.851,44.899,4.1,63,6.54
Sat Nov  9 20:40:04 2019,18.4,17.3,4.745,9.831,42.524,4.1,62,6.54
Sat Nov  9 20:50:03 2019,18.32,17.38,4.176,9.928,42.996,4.1,62,6.54
Sat Nov  9 21:00:05 2019,18.45,17.25,4.497001,8.482,44.120999,3.6,60,5.74
Sat Nov  9 21:10:04 2019,18.14,17.56,4.272001,11.159,41.668999,3.6,60,5.74
Sat Nov  9 21:20:04 2019,18.15,17.55,4.476,9.34,43.284,3.6,60,5.74
Sat Nov  9 21:30:03 2019,17.55,18.15,4.558,8.175,44.367,3.6,56,5.84
Sat Nov  9 21:40:03 2019,17.9,17.8,5.013,8.273,43.814,3.6,56,5.65
Sat Nov  9 21:50:03 2019,17.54,18.16,4.839,8.251,44.01,3.6,56,5.65
Sat Nov  9 22:00:03 2019,17.69,18.01,4.402999,7.563,45.134001,4.1,70,5.44
Sat Nov  9 22:20:04 2019,18.06,17.64,4.563,10.757,41.78,4.1,70,5.46
Sat Nov  9 22:30:04 2019,18.56,17.14,3.740999,9.555,43.804001,3.1,57,5.64
Sat Nov  9 22:40:03 2019,19.22,16.48,4.452999,6.945,45.702001,3.1,57,5.85
Sat Nov  9 22:50:03 2019,19.82,15.88,3.528,6.317,47.255,3.1,57,5.85
Sat Nov  9 23:00:03 2019,20.88,14.82,3.501999,7.082,46.516001,3.1,57,5.85
Sat Nov  9 23:10:04 2019,20.7,15.0,3.145,4.631,49.324,3.1,57,5.85
Sat Nov  9 23:20:04 2019,20.29,15.41,4.288,6.249,46.563,3.1,57,5.45
Sat Nov  9 23:30:03 2019,20.01,15.69,2.868,5.571,48.661,3.1,57,5.45
Sat Nov  9 23:40:03 2019,18.86,16.84,5.384,5.298,46.418,1.5,57,5.15
Sat Nov  9 23:50:04 2019,18.78,16.92,4.292999,5.834,46.973001,1.5,57,5.15
Sun Nov 10 00:00:03 2019,20.79,14.91,3.432,5.185,48.483,1.5,57,5.17
Sun Nov 10 00:10:04 2019,20.95,14.75,2.388,5.952,48.76,1,57,4.5
Sun Nov 10 00:20:04 2019,21.22,14.48,3.027001,6.897,47.175999,1,57,4.5
Sun Nov 10 00:30:04 2019,22.27,13.43,2.837999,5.355,48.907001,1,60,4.13
Sun Nov 10 00:40:04 2019,23.89,11.81,1.836,10.169,45.095,5.1,60,4.56
Sun Nov 10 00:50:04 2019,23.02,12.68,4.131,5.211,47.758,5.1,60,4.56
Sun Nov 10 01:00:03 2019,21.68,14.02,5.229,6.443,45.428,5.1,60,4.12
Sun Nov 10 01:10:03 2019,23.64,12.06,3.191,5.43,48.479,0.5,60,4.31
Sun Nov 10 01:20:03 2019,23.72,11.98,3.436,5.755,47.909,0.5,60,4.31
Sun Nov 10 01:30:03 2019,24.19,11.51,3.794,6.033,47.273,0.5,60,4.13
Sun Nov 10 01:40:03 2019,22.26,13.44,3.885,9.712,43.503,0.5,60,4.13
Sun Nov 10 01:50:04 2019,22.88,12.82,1.896,3.583,51.621,5.7,60,4.56
Sun Nov 10 02:00:04 2019,20.73,14.97,1.217,3.285,52.598,2.1,80,4.56
Sun Nov 10 02:10:04 2019,22.07,13.63,3.475,5.583,48.042,2.1,80,4.56
Sun Nov 10 02:20:03 2019,20.16,15.54,3.661999,7.092,46.346001,2.1,80,4.56
Sun Nov 10 02:30:04 2019,20.99,14.71,3.368,11.11,42.622,8.72,80,3.11
Sun Nov 10 02:40:04 2019,19.84,15.86,3.474,7.245,46.381,8.72,80,3.12
Sun Nov 10 02:50:04 2019,19.49,16.21,3.721,4.734,48.645,8.72,80,3.13
Sun Nov 10 03:00:03 2019,20.22,15.48,3.707,4.526,48.867,3.1,75,5.0
Sun Nov 10 03:10:04 2019,21.53,14.17,4.769,7.65,44.681,3.1,75,5.0
Sun Nov 10 03:20:04 2019,22.2,13.5,3.772999,8.688,44.639001,3.1,75,5.0
Sun Nov 10 03:30:04 2019,21.32,14.38,5.518,10.19,41.392,4.1,75,5.0
Sun Nov 10 03:40:03 2019,19.98,15.72,5.662999,9.668,41.769001,4.1,75,5.0
Sun Nov 10 03:50:04 2019,19.86,15.84,6.3,10.402,40.398,4.1,75,5.0
Sun Nov 10 04:00:04 2019,19.46,16.24,5.539,11.024,40.537,2.6,64,4.0
Sun Nov 10 04:10:03 2019,19.71,15.99,7.508002,12.18,37.411998,2.6,64,4.0
Sun Nov 10 04:20:03 2019,21.73,13.97,6.416,11.793,38.891,2.6,64,4.0
Sun Nov 10 04:30:03 2019,20.92,14.78,5.921,10.5,40.679,4.1,65,5.0
Sun Nov 10 04:40:04 2019,19.4,16.3,6.258,6.755,44.087,4.1,65,5.0
Sun Nov 10 04:50:04 2019,19.68,16.02,7.255999,8.132,41.712001,4.1,65,5.0
Sun Nov 10 05:00:04 2019,18.33,17.37,6.122,8.967,42.011,4.1,65,5.0
Sun Nov 10 05:10:03 2019,16.64,19.06,6.117,8.502,42.481,4.6,65,5.0
Sun Nov 10 05:20:03 2019,16.9,18.8,5.67,9.215,42.215,4.6,65,5.0
Sun Nov 10 05:30:03 2019,16.38,19.32,6.490999,10.781,39.828001,3.6,65,5.0
Sun Nov 10 05:40:04 2019,16.95,18.75,6.858999,10.754,39.487001,3.6,65,5.0
Sun Nov 10 05:50:04 2019,16.55,19.15,6.967998,10.469,39.663002,3.6,65,5.0
Sun Nov 10 06:00:04 2019,16.12,19.58,7.617,10.388,39.095,3.6,65,5.0
Sun Nov 10 06:10:09 2019,15.9,19.8,3.954001,6.935,46.210999,4.1,60,4.44
Sun Nov 10 06:20:03 2019,15.76,19.94,6.442,7.661,42.997,4.1,60,4.44
Sun Nov 10 06:30:04 2019,15.6,20.1,6.559999,8.752,41.788001,4.1,60,4.43
Sun Nov 10 06:40:04 2019,16.11,19.59,6.737,9.941,40.422,4.1,60,4.43
Sun Nov 10 06:50:04 2019,15.29,20.41,8.148,9.662,39.29,4.1,65,5.0
Sun Nov 10 07:00:04 2019,15.51,20.19,7.403,10.526,39.171,4.1,65,5.0
Sun Nov 10 07:10:04 2019,14.85,20.85,6.845,11.593,38.662,5.1,60,5.0
Sun Nov 10 07:20:03 2019,14.93,20.77,7.693,12.391,37.016,5.1,60,5.0
Sun Nov 10 07:30:03 2019,14.3,21.4,7.653,11.471,37.976,5.1,60,4.44
Sun Nov 10 07:40:03 2019,15.36,20.34,8.043001,12.898,36.158999,4.1,60,4.07
Sun Nov 10 07:50:03 2019,16.09,19.61,9.038998,14.079,33.982002,4.1,60,4.06
Sun Nov 10 08:00:05 2019,15.01,20.69,8.089,11.967,37.044,3.6,65,5.0
Sun Nov 10 08:10:04 2019,17.01,18.69,7.867001,12.436,36.796999,3.6,65,5.0
Sun Nov 10 08:20:03 2019,18.12,17.58,7.349002,11.92,37.830998,3.6,65,5.0
Sun Nov 10 08:30:03 2019,18.82,16.88,8.391998,12.69,36.018002,4.6,56,5.44
Sun Nov 10 08:40:03 2019,18.63,17.07,8.211998,13.098,35.790002,4.6,56,5.44
Sun Nov 10 08:50:04 2019,17.79,17.91,8.640998,14.179,34.280002,4.6,56,5.44
Sun Nov 10 09:10:03 2019,17.48,18.22,10.264001,14.018,32.817999,6.2,60,5.44
Sun Nov 10 09:20:03 2019,16.72,18.98,9.590999,13.262,34.247001,6.2,60,5.44
Sun Nov 10 09:30:03 2019,16.73,18.97,8.141001,13.18,35.778999,5.7,56,4.7
Sun Nov 10 09:40:03 2019,16.97,18.73,7.586,10.29,39.224,5.7,56,4.71
Sun Nov 10 09:50:03 2019,17.41,18.29,8.608001,11.887,36.604999,5.7,56,4.71
Sun Nov 10 10:00:04 2019,16.51,19.19,8.115999,9.834,39.150001,5.7,60,4.7
Sun Nov 10 10:10:04 2019,17.01,18.69,8.031001,11.096,37.972999,5.7,60,4.71
Sun Nov 10 10:20:04 2019,16.22,19.48,7.242,11.219,38.639,5.7,60,4.72
Sun Nov 10 10:30:04 2019,16.28,19.42,8.0,11.831,37.269,4.6,56,4.74
Sun Nov 10 10:40:04 2019,15.7,20.0,8.301,9.138,39.661,4.6,56,4.76
Sun Nov 10 10:50:04 2019,16.64,19.06,9.858003,10.882,36.359997,4.6,56,4.78
Sun Nov 10 11:00:04 2019,15.86,19.84,6.642,10.172,40.286,5.1,60,4.7
Sun Nov 10 11:10:04 2019,18.1,17.6,6.947,10.308,39.845,5.1,60,4.69
Sun Nov 10 11:20:03 2019,17.7,18.0,6.759001,13.64,36.700999,5.1,60,4.92
Sun Nov 10 11:30:03 2019,17.02,18.68,7.154,11.009,38.937,3.6,60,4.6
Sun Nov 10 11:40:03 2019,17.61,18.09,6.172003,11.541,39.386997,3.6,60,4.61
Sun Nov 10 11:50:03 2019,16.76,18.94,6.685999,9.221,41.193001,3.6,60,5.0
Sun Nov 10 12:00:03 2019,18.44,17.26,8.932997,13.91,34.257003,3.6,60,5.0
Sun Nov 10 12:10:04 2019,17.71,17.99,6.165,7.991,42.944,4.1,64,4.0
Sun Nov 10 12:20:03 2019,17.28,18.42,5.552001,4.831,46.716999,4.1,64,4.0
Sun Nov 10 12:30:03 2019,17.62,18.08,5.503,6.493,45.104,4.1,64,4.0
Sun Nov 10 12:40:03 2019,18.96,16.74,6.421,9.885,40.794,3.1,69,5.12
Sun Nov 10 12:50:03 2019,18.79,16.91,4.976,9.355,42.769,3.1,69,5.13
Sun Nov 10 13:10:03 2019,17.45,18.25,4.587999,6.983,45.529001,4.1,65,5.0
Sun Nov 10 13:20:03 2019,17.11,18.59,3.68,5.832,47.588,4.1,65,4.23
Sun Nov 10 13:30:03 2019,17.55,18.15,4.372,5.912,46.816,4.1,65,5.0
Sun Nov 10 13:40:03 2019,18.18,17.52,5.08,8.62,43.4,3.6,60,4.56
Sun Nov 10 13:50:04 2019,18.52,17.18,5.036998,8.224,43.839002,3.6,60,4.56
Sun Nov 10 14:00:04 2019,18.26,17.44,4.149,7.216,45.735,2.6,69,4.56
Sun Nov 10 14:10:05 2019,19.87,15.83,4.24,7.854,45.006,2.6,69,4.56
Sun Nov 10 14:20:03 2019,19.64,16.06,4.521,6.704,45.875,2.6,69,4.56
Sun Nov 10 14:30:03 2019,20.28,15.42,3.89,6.586,46.624,3.1,69,4.56
Sun Nov 10 14:40:03 2019,18.93,16.77,4.136,6.431,46.533,3.1,69,4.56
Sun Nov 10 14:50:03 2019,19.3,16.4,3.458001,6.545,47.096999,3.1,69,4.56
Sun Nov 10 15:00:04 2019,18.94,16.76,3.368999,5.786,47.945001,3.1,60,4.0
Sun Nov 10 15:10:04 2019,19.02,16.68,3.616001,4.998,48.485999,3.1,60,4.0
Sun Nov 10 15:20:03 2019,19.87,15.83,3.427,5.385,48.288,3.1,60,4.0
Sun Nov 10 15:30:03 2019,19.21,16.49,3.162001,6.032,47.905999,1.5,74,3.56
Sun Nov 10 15:40:03 2019,18.27,17.43,3.178999,4.764,49.157001,1.5,74,3.56
Sun Nov 10 15:50:03 2019,18.19,17.51,2.372,4.608,50.12,1.5,74,3.56
Sun Nov 10 16:00:04 2019,18.94,16.76,2.074,4.189,50.837,3.1,65,5.0
Sun Nov 10 16:10:04 2019,20.33,15.37,1.611001,4.801,50.687999,3.1,65,5.0
Sun Nov 10 16:20:03 2019,20.69,15.01,1.752,4.323,51.025,3.1,65,5.0
Sun Nov 10 16:30:03 2019,21.43,14.27,1.77,3.73,51.6,1.5,64,3.8
Sun Nov 10 16:40:03 2019,20.08,15.62,1.962,3.824,51.314,1.5,64,3.81
Sun Nov 10 16:50:03 2019,20.47,15.23,1.459,3.016,52.625,1.5,64,4.13
Sun Nov 10 17:00:03 2019,21.26,14.44,1.47,3.444,52.186,1,56,4.44
Sun Nov 10 17:10:03 2019,21.12,14.58,1.828,3.669,51.603,1,56,4.44
Sun Nov 10 17:20:03 2019,21.19,14.51,0.975,3.753,52.372,1,56,4.44
Sun Nov 10 17:30:03 2019,21.58,14.12,0.735,3.304,53.061,3.6,60,4.89
Sun Nov 10 17:40:03 2019,21.32,14.38,0.72,2.61,53.77,3.6,60,4.76
Sun Nov 10 17:50:03 2019,20.71,14.99,0.841,2.442,53.817,3.6,60,4.76
Sun Nov 10 18:10:04 2019,21.89,13.81,0.706,2.254,54.14,1.5,60,5.64
Sun Nov 10 18:20:04 2019,21.72,13.98,0.503,2.457,54.14,1.5,60,5.85
Sun Nov 10 18:30:03 2019,21.28,14.42,0.489,2.816,53.795,1.5,60,5.85
Sun Nov 10 18:40:03 2019,21.17,14.53,0.655,3.265,53.18,1.5,60,5.85
Sun Nov 10 18:50:04 2019,20.6,15.1,2.344,2.93,51.826,1.5,55,6.04
Sun Nov 10 19:00:04 2019,21.21,14.49,1.99,3.841,51.269,1.5,55,6.04
Sun Nov 10 19:10:04 2019,22.97,12.73,2.347,3.386,51.367,1,75,5.54
Sun Nov 10 19:20:04 2019,22.53,13.17,1.966,2.652,52.482,1,75,5.54
Sun Nov 10 19:30:04 2019,21.64,14.06,1.548999,5.084,50.467001,1,75,5.54
Sun Nov 10 19:40:04 2019,22.39,13.31,1.258,3.006,52.836,3.1,55,5.65
Sun Nov 10 19:50:03 2019,22.27,13.43,1.426,2.406,53.268,3.1,55,5.85
Sun Nov 10 20:00:03 2019,21.31,14.39,1.87,2.739,52.491,2.6,55,5.84
Sun Nov 10 20:10:04 2019,23.5,12.2,1.678,2.286,53.136,2.6,55,5.84
Sun Nov 10 20:20:04 2019,22.22,13.48,1.212,3.447,52.441,2.6,55,6.04
Sun Nov 10 20:30:04 2019,22.18,13.52,1.268001,4.106,51.725999,1.5,55,5.84
Sun Nov 10 20:40:03 2019,21.77,13.93,2.078,3.573,51.449,1.5,55,5.84
Sun Nov 10 20:50:04 2019,21.77,13.93,1.802,5.073,50.225,1.5,52,5.85
Sun Nov 10 21:00:06 2019,21.03,14.67,2.259,6.191,48.65,5.24,52,5.84
Sun Nov 10 21:10:03 2019,21.3,14.4,1.869999,5.016,50.214001,5.24,52,5.84
Sun Nov 10 21:20:04 2019,21.83,13.87,2.644999,3.767,50.688001,5.24,52,5.85
Sun Nov 10 21:30:04 2019,20.59,15.11,2.703,2.349,52.048,4.1,75,5.54
Sun Nov 10 21:40:03 2019,20.59,15.11,2.142,2.344,52.614,4.1,75,5.54
Sun Nov 10 21:50:03 2019,20.29,15.41,2.351,4.129,50.62,4.1,75,5.54
Sun Nov 10 22:00:05 2019,20.12,15.58,1.9,5.235,49.965,6.01,53,5.54
Sun Nov 10 22:10:03 2019,19.8,15.9,1.426,3.157,52.517,6.01,53,5.34
Sun Nov 10 22:20:03 2019,19.74,15.96,1.774,2.599,52.727,6.01,53,5.35
Sun Nov 10 22:30:03 2019,20.11,15.59,1.707,2.84,52.553,6.01,53,5.35
Sun Nov 10 22:40:03 2019,21.55,14.15,2.074,3.463,51.563,2.1,53,5.34
Sun Nov 10 22:50:04 2019,21.6,14.1,2.668,3.326,51.106,2.1,53,5.35
Sun Nov 10 23:00:04 2019,21.09,14.61,3.097,3.561,50.442,1.5,74,4.74
Sun Nov 10 23:10:04 2019,21.11,14.59,3.347,5.828,47.925,1.5,74,4.94
Sun Nov 10 23:20:04 2019,20.02,15.68,3.761999,6.756,46.582001,1.5,74,4.74
Sun Nov 10 23:30:04 2019,19.95,15.75,4.507999,6.41,46.182001,2.1,74,4.4
Sun Nov 10 23:40:03 2019,20.8,14.9,4.671,7.341,45.088,2.1,74,4.4
Sun Nov 10 23:50:03 2019,19.91,15.79,5.508,7.823,43.769,2.1,74,4.39
Mon Nov 11 00:00:04 2019,20.14,15.56,4.992,7.947,44.161,2.1,74,4.38
Mon Nov 11 00:10:03 2019,20.91,14.79,6.404,8.826,41.87,2.1,74,4.38
Mon Nov 11 00:20:03 2019,20.38,15.32,5.390999,6.47,45.239001,2.1,69,4.39
Mon Nov 11 00:30:04 2019,20.69,15.01,5.289,6.944,44.867,2.1,69,4.38
Mon Nov 11 00:40:04 2019,20.94,14.76,5.319,5.907,45.874,2.1,69,5.24
Mon Nov 11 00:50:04 2019,21.76,13.94,6.007999,8.58,42.512001,2.1,69,5.24
Mon Nov 11 01:00:03 2019,22.63,13.07,6.46,7.491,43.149,2.1,69,5.24
Mon Nov 11 01:10:03 2019,22.81,12.89,5.966999,9.041,42.092001,2.1,69,5.24
Mon Nov 11 01:20:03 2019,22.12,13.58,6.252001,10.774,40.073999,2.1,69,5.24
Mon Nov 11 01:30:04 2019,22.52,13.18,6.802001,12.938,37.359999,2.1,69,5.05
Mon Nov 11 01:40:04 2019,22.0,13.7,5.787001,9.167,42.145999,2.1,59,5.54
Mon Nov 11 01:50:04 2019,20.43,15.27,6.807,7.581,42.712,2.1,59,5.54
Mon Nov 11 02:00:04 2019,20.16,15.54,7.050999,8.644,41.405001,3.6,60,5.54
Mon Nov 11 02:10:04 2019,20.09,15.61,7.561,8.271,41.268,3.6,60,5.54
Mon Nov 11 02:20:04 2019,19.18,16.52,8.605999,12.982,35.512001,3.6,60,5.54
Mon Nov 11 02:30:04 2019,18.98,16.72,8.295002,10.122,38.682998,3.6,60,5.54
Mon Nov 11 02:40:04 2019,19.62,16.08,9.905999,12.888,34.306001,2.6,60,5.54
Mon Nov 11 02:50:04 2019,19.25,16.45,9.690001,14.39,33.019999,2.6,60,5.35
Mon Nov 11 03:00:03 2019,19.02,16.68,11.269999,10.903,34.927001,2.6,60,5.35
Mon Nov 11 03:10:03 2019,20.05,15.65,11.598001,10.832,34.669999,6.2,65,5.54
Mon Nov 11 03:20:03 2019,21.01,14.69,11.742,14.437,30.921,6.2,65,5.54
Mon Nov 11 03:30:04 2019,19.31,16.39,8.248999,12.811,36.040001,6.2,70,5.34
Mon Nov 11 03:40:04 2019,19.81,15.89,10.877001,12.381,33.841999,6.2,70,5.34
Mon Nov 11 03:50:03 2019,19.15,16.55,12.790003,15.924,28.385997,6.2,69,5.35
Mon Nov 11 04:00:04 2019,19.81,15.89,13.405999,14.903,28.791001,5.7,69,5.54
Mon Nov 11 04:10:04 2019,20.83,14.87,13.496,15.546,28.058,5.7,69,5.54
Mon Nov 11 04:20:04 2019,19.95,15.75,14.599001,14.667,27.833999,5.7,69,5.54
Mon Nov 11 04:30:04 2019,19.23,16.47,9.304998,13.326,34.469002,6.2,69,5.54
Mon Nov 11 04:40:04 2019,18.87,16.83,12.549998,12.187,32.363002,6.2,69,5.54
Mon Nov 11 04:50:03 2019,19.34,16.36,13.981002,17.751,25.367998,6.2,69,5.54
Mon Nov 11 05:00:03 2019,17.86,17.84,12.953,12.375,31.772,6.2,69,5.54
Mon Nov 11 05:10:03 2019,16.46,19.24,12.405,13.628,31.067,5.7,65,4.66
Mon Nov 11 05:20:03 2019,17.44,18.26,14.730001,16.558,25.811999,5.7,65,4.85
Mon Nov 11 05:30:03 2019,16.62,19.08,14.313001,16.762,26.024999,5.7,65,5.2
Mon Nov 11 05:40:03 2019,16.32,19.38,15.722998,15.423,25.954002,5.7,65,5.2
Mon Nov 11 05:50:03 2019,16.19,19.51,16.786002,17.243,23.070998,5.7,65,5.2
Mon Nov 11 06:00:04 2019,15.76,19.94,13.817001,16.483,26.799999,5.7,65,5.19
Mon Nov 11 06:10:04 2019,15.84,19.86,14.47,15.752,26.878,4.6,69,5.24
Mon Nov 11 06:20:03 2019,16.74,18.96,16.197001,17.963,22.939999,4.6,69,5.24
Mon Nov 11 06:30:03 2019,16.11,19.59,17.178002,18.01,21.911998,4.6,71,5.24
Mon Nov 11 06:40:03 2019,17.45,18.25,16.788,16.952,23.36,5.7,80,4.9
Mon Nov 11 06:50:03 2019,15.65,20.05,15.608,15.521,25.971,5.7,80,4.9
Mon Nov 11 07:00:04 2019,15.94,19.76,16.987002,16.721,23.391998,5.7,80,4.88
Mon Nov 11 07:10:03 2019,15.73,19.97,17.07,19.029,21.001,5.7,80,4.88
Mon Nov 11 07:20:03 2019,15.84,19.86,17.651992,19.55,19.898008,4.6,60,5.54
Mon Nov 11 07:30:04 2019,15.26,20.44,16.591004,18.612,21.896996,4.6,60,5.36
Mon Nov 11 07:40:04 2019,15.26,20.44,15.960002,18.819,22.320998,4.6,60,5.36
Mon Nov 11 07:50:04 2019,14.76,20.94,17.141002,17.896,22.062998,6.7,71,5.35
Mon Nov 11 08:00:04 2019,15.8,19.9,19.684002,17.492,19.923998,7.2,65,5.34
Mon Nov 11 08:10:03 2019,17.42,18.28,18.157998,19.074,19.868002,7.2,65,5.34
Mon Nov 11 08:20:03 2019,17.14,18.56,17.665004,19.331,20.103996,7.2,65,5.34
Mon Nov 11 08:30:03 2019,18.17,17.53,17.175998,19.734,20.190002,8.2,71,5.14
Mon Nov 11 08:40:04 2019,19.01,16.69,17.677996,19.173,20.249004,8.2,67,5.34
Mon Nov 11 08:50:04 2019,18.55,17.15,17.506004,19.494,20.099996,8.2,67,5.35
Mon Nov 11 09:00:03 2019,18.33,17.37,17.565006,19.543,19.991994,7.7,75,5.0
Mon Nov 11 09:10:04 2019,17.86,17.84,17.174,19.39,20.536,7.7,75,5.2
Mon Nov 11 09:20:04 2019,17.37,18.33,17.674004,19.396,20.029996,7.7,75,5.2
Mon Nov 11 09:30:04 2019,17.19,18.51,17.363,19.2,20.537,7.7,79,4.86
Mon Nov 11 09:40:03 2019,17.67,18.03,17.149998,19.144,20.806002,7.7,79,4.86
Mon Nov 11 09:50:04 2019,17.6,18.1,17.287006,18.297,21.515994,7.7,79,4.85
Mon Nov 11 10:00:03 2019,17.47,18.23,16.435,19.744,20.921,7.7,79,4.85
Mon Nov 11 10:10:04 2019,17.47,18.23,17.078,19.543,20.479,8.2,75,4.8
Mon Nov 11 10:20:04 2019,16.86,18.84,16.957004,18.905,21.237996,8.2,75,4.8
Mon Nov 11 10:30:04 2019,16.49,19.21,16.757,18.645,21.698,8.7,80,4.46
Mon Nov 11 10:40:04 2019,17.6,18.1,16.469998,18.875,21.755002,8.7,80,4.46
Mon Nov 11 10:50:04 2019,18.27,17.43,16.708,19.604,20.788,8.7,80,4.46
Mon Nov 11 11:00:03 2019,17.93,17.77,16.319,18.968,21.813,8.7,80,4.46
Mon Nov 11 11:10:03 2019,17.63,18.07,14.763,18.677,23.66,7.7,80,4.66
Mon Nov 11 11:20:03 2019,17.59,18.11,17.127998,17.749,22.223002,7.7,80,4.65
Mon Nov 11 11:30:03 2019,17.39,18.31,16.364002,19.003,21.732998,7.7,80,4.65
Mon Nov 11 11:40:03 2019,18.36,17.34,17.799,17.491,21.81,8.2,80,5.0
Mon Nov 11 11:50:03 2019,18.0,17.7,17.206996,18.546,21.347004,8.2,80,5.0
Mon Nov 11 12:10:03 2019,17.86,17.84,17.957,18.291,20.852,8.7,86,5.34
Mon Nov 11 12:20:03 2019,17.83,17.87,17.643002,18.998,20.458998,8.7,86,5.35
Mon Nov 11 12:30:03 2019,17.83,17.87,17.050004,18.638,21.411996,8.7,86,5.36
Mon Nov 11 12:40:04 2019,19.23,16.47,17.380004,19.288,20.431996,9.3,86,5.34
Mon Nov 11 12:50:04 2019,19.37,16.33,17.889006,19.082,20.128994,9.3,86,5.35
Mon Nov 11 13:00:03 2019,18.15,17.55,17.742996,19.491,19.866004,9.3,86,5.35
Mon Nov 11 13:10:04 2019,18.25,17.45,17.980004,19.992,19.127996,9.8,80,5.34
Mon Nov 11 13:20:04 2019,18.06,17.64,17.892002,19.464,19.743998,9.8,80,5.54
Mon Nov 11 13:30:03 2019,18.58,17.12,17.886,19.259,19.955,9.8,80,5.35
Mon Nov 11 13:40:04 2019,19.91,15.79,17.964004,20.159,18.976996,10.3,86,5.54
Mon Nov 11 13:50:04 2019,19.22,16.48,17.973998,19.073,20.053002,10.3,86,5.54
Mon Nov 11 14:00:04 2019,19.3,16.4,18.044,19.117,19.939,10.3,86,5.54
Mon Nov 11 14:10:05 2019,20.84,14.86,17.751004,19.389,19.959996,9.8,86,5.54
Mon Nov 11 14:20:04 2019,20.33,15.37,17.16,19.389,20.551,9.8,86,5.54
Mon Nov 11 14:30:04 2019,20.73,14.97,17.747006,19.652,19.700994,9.8,86,5.54
Mon Nov 11 14:40:04 2019,21.14,14.56,17.504002,19.848,19.747998,11.3,93,5.54
Mon Nov 11 14:50:04 2019,21.52,14.18,17.450002,19.582,20.067998,11.3,93,5.54
Mon Nov 11 15:00:04 2019,21.54,14.16,17.518002,19.995,19.586998,11.3,93,5.54
Mon Nov 11 15:10:03 2019,21.77,13.93,17.822,19.681,19.597,11.8,93,5.54
Mon Nov 11 15:20:03 2019,22.43,13.27,17.819996,19.383,19.897004,11.8,93,5.54
Mon Nov 11 15:30:03 2019,22.67,13.03,18.252002,19.446,19.401998,11.8,93,5.54
Mon Nov 11 15:40:03 2019,21.63,14.07,17.935,19.446,19.719,11.8,93,5.54
Mon Nov 11 15:50:03 2019,21.74,13.96,18.669998,19.266,19.164002,11.8,93,5.54
Mon Nov 11 16:00:04 2019,21.47,14.23,16.405002,19.504,21.190998,11.8,93,5.54
Mon Nov 11 16:20:04 2019,22.47,13.23,18.188002,19.63,19.281998,11.8,93,5.54
Mon Nov 11 16:30:03 2019,22.28,13.42,17.946998,19.619,19.534002,11.8,93,5.54
Mon Nov 11 16:40:03 2019,22.57,13.13,18.087998,19.268,19.744002,12.3,87,6.19
Mon Nov 11 16:50:03 2019,22.34,13.36,18.107,19.453,19.54,12.3,87,6.2
Mon Nov 11 17:00:04 2019,22.09,13.61,18.121002,19.753,19.225998,12.3,87,6.21
Mon Nov 11 17:10:04 2019,22.35,13.35,17.599998,19.431,20.069002,11.3,87,6.38
Mon Nov 11 17:20:04 2019,21.83,13.87,17.925,19.42,19.755,11.3,87,6.39
Mon Nov 11 17:30:03 2019,22.38,13.32,17.915,20.08,19.105,11.3,87,6.38
Mon Nov 11 17:40:03 2019,21.84,13.86,18.046998,19.547,19.506002,11.3,87,6.38
Mon Nov 11 17:50:03 2019,22.28,13.42,18.026996,19.645,19.428004,11.3,87,6.39
Mon Nov 11 18:00:04 2019,22.63,13.07,18.349,19.654,19.097,11.3,87,6.39
Mon Nov 11 18:10:05 2019,22.32,13.38,18.055002,19.773,19.271998,10.3,93,6.38
Mon Nov 11 18:20:04 2019,22.17,13.53,17.878,19.553,19.669,10.3,93,6.39
Mon Nov 11 18:30:03 2019,22.07,13.63,17.917,19.647,19.536,10.3,93,6.39
Mon Nov 11 18:40:04 2019,21.92,13.78,17.939,19.22,19.941,11.3,93,6.73
Mon Nov 11 18:50:03 2019,22.15,13.55,17.933,19.605,19.562,11.3,93,6.73
Mon Nov 11 19:00:04 2019,22.92,12.78,17.742998,19.78,19.577002,9.3,93,6.58
Mon Nov 11 19:10:03 2019,24.49,11.21,17.523002,19.133,20.443998,9.3,93,6.58
Mon Nov 11 19:20:03 2019,24.21,11.49,17.804004,19.569,19.726996,9.3,93,6.58
Mon Nov 11 19:30:03 2019,23.82,11.88,17.735998,19.539,19.825002,9.3,93,6.58
Mon Nov 11 19:40:04 2019,23.99,11.71,17.996002,20.213,18.890998,10.3,87,7.23
Mon Nov 11 19:50:04 2019,23.21,12.49,18.024998,19.803,19.272002,10.3,87,7.24
Mon Nov 11 20:00:04 2019,23.28,12.42,17.911002,19.415,19.773998,10.3,87,7.24
Mon Nov 11 20:10:03 2019,24.11,11.59,18.246006,19.874,18.979994,9.8,87,7.23
Mon Nov 11 20:20:04 2019,22.95,12.75,17.982002,19.789,19.328998,9.8,87,7.23
Mon Nov 11 20:30:04 2019,22.21,13.49,18.133998,19.937,19.029002,10.8,87,7.22
